alpha,auc
0.0,0.5
0.1,0.8055555555555556
0.2,0.9490740740740741
0.30000000000000004,0.9629629629629629
0.4,0.9861111111111112
0.5,1.0
0.6000000000000001,1.0
0.7000000000000001,1.0
0.8,1.0
0.9,1.0
1.0,1.0
