score,kind
0.060260882257884923,on
0.2987144682405536,on
0.2206222280912818,on
0.1322318761015601,on
0.025896646852702737,on
-0.09138866825686548,on
0.2753261433585238,on
0.022392697236127388,on
0.17203341074481185,on
-0.10116305374269652,on
0.3861793477043103,on
0.16598650153098599,on
-0.02873968259673155,on
-0.15829392719246363,on
0.15913998809415303,on
-0.2823118082228719,on
-0.1402693457612875,on
0.10636791493205554,on
0.0506278474301546,on
-0.07376044493465639,on
-0.04469843633197836,on
0.10124340177640047,on
0.16877268380460703,on
0.09186149038150183,on
0.15084586719031853,on
-0.05511966724870985,on
0.06617640764103745,on
0.05692644903908306,off
0.09568708435433171,off
0.11852207421599295,off
0.06497177560394388,off
0.10574458522799662,off
0.03971734265636828,off
0.1613137363116135,off
0.06804462340042537,off
0.07923667009773311,off
0.0030043255914917674,off
-0.06320676406789716,off
-0.02444970689556636,off
-0.010543191452920143,off
0.014009277107335155,off
-0.03095162686167347,off
0.022083543880464625,off
0.008074225938705763,off
-0.023793985980522146,off
0.030785492781270764,off
0.034888427627250404,off
0.05664486114296427,off
0.02279680200308566,off
0.011742542864951093,off
0.02858934855429695,off
0.015151732623937694,off
0.03138006138031642,off
0.03307535370927099,off
