score,kind
0.16626156455500468,on
0.30801886766456804,on
0.18355118706599866,on
0.2511788660539703,on
0.07931945325022553,on
-0.18295009244351482,on
0.2303468707015997,on
0.05753592012048981,on
0.31740660734477055,on
-0.12085740611179617,on
0.3247154645888823,on
0.11173016398725676,on
-0.12045828432433331,on
-0.06356534049689724,on
0.2324172817655081,on
-0.40173366854186604,on
-0.0792553193749481,on
0.16160191353267847,on
-0.0060254410056704046,on
-0.053603915659332285,on
-0.06529915222149373,on
0.12662672071590345,on
0.17670163908933595,on
0.01621597141117379,on
0.3211884792258219,on
-0.07156841660904334,on
0.15601689808404756,on
0.14392472361425315,off
0.1278163412719844,off
0.14250579145379721,off
0.13206000140018057,off
0.15326929561766323,off
0.18748708090282545,off
0.14814195928944454,off
0.1562895915057848,off
0.12896146960928334,off
0.01140947013189985,off
-0.04581363413612839,off
-0.018818866473015606,off
0.012484798114309744,off
0.003961067668973058,off
-0.033057127571355906,off
0.04635677759077352,off
0.007083809695972373,off
-0.02355605015775413,off
0.06813463722723084,off
0.06586116643593598,off
0.07706704146259759,off
0.04173391895679774,off
0.04050447181786669,off
0.06349890910802841,off
0.0281607956949703,off
0.0724720539088119,off
0.05088769630008158,off
