L_recon,L_contrast,L_pathway,L_kl,L_delta,L_direction,L_drugspec,L_recon_epoch,L_contrast_epoch,L_pathway_epoch,L_kl_epoch,L_delta_epoch,L_direction_epoch,L_drugspec_epoch
1003.3955078125,1.2306822538375854,0.8157294392585754,12.517040252685549,0.6103054285049438,0.906474232673645,0.6585403680801392,911.3472290039062,0.714043378829956,1.0479649305343628,3.6005115509033203,0.5984814167022705,0.9006142020225525,0.6891694664955139
